Type,Family,Common,Genus,BLH ,idBLH,BLTVA,BCTV,Barcode,Query,Organism,Sequences,Date,Time,Region,Site,HostPlant ,Year
Kochia,Amaranthaceae,Kochia,Bassia,22,22_2020,0,0,trnF,bc1105--bc1110,Bassia littorea,7,2020-5-18,Late May,Moxee,A,Tumble mustard,2020
Kochia,Amaranthaceae,Kochia,Bassia,4,4_2021,0,1,trnF,bc1103--bc1114,Bassia littorea,37,2021-3-23,Late March,Moxee,Moxee farm,Flixweed,2021
Kochia,Amaranthaceae,Kochia,Bassia,5,5_2021,0,,trnF,bc1103--bc1120,Bassia littorea,8,2021-3-23,Late March,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,6,6_2021,0,0,trnF,bc1103--bc1109,Bassia littorea,4,2021-3-23,Late March,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,7,7_2021,0,0,trnF,bc1103--bc1110,Bassia littorea,403,2021-3-23,Late March,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,9,9_2021,0,0,trnF,bc1105--bc1120,Bassia littorea,25,2021-3-23,Late March,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,10,10_2021,0,1,trnF,bc1105--bc1109,Bassia littorea,258,2021-3-23,Late March,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,11,11_2021,0,0,trnF,bc1105--bc1110,Bassia littorea,137,2021-3-23,Late March,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,12,12_2021,0,0,trnF,bc1099--bc1106,Bassia littorea,356,2021-3-23,Late March,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,15,15_2021,0,0,trnF,bc1106--bc1120,Bassia littorea,1211,2021-3-23,Late March,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,58,58_2021,0,0,trnF,bc1113--bc1169,Bassia littorea,9,2021-3-30,Late March,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,76,76_2021,0,0,trnF,bc1097--bc1107,Bassia littorea,5,2021-4-6,Early April,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,89,89_2021,0,,trnF,bc1107--bc1114,Bassia littorea,2,2021-4-13,Early April,Othello,Othello farm,Flixweed,2021
Kochia,Amaranthaceae,Kochia,Bassia,98,98_2021,0,0,trnF,bc1097--bc1108,Bassia littorea,319,2021-4-20,Late April,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,108,108_2021,1,1,trnF,bc1108--bc1109,Bassia littorea,2,2021-4-20,Late April,Moxee,Moxee farm,Flixweed,2021
Kochia,Amaranthaceae,Kochia,Bassia,206,206_2021,0,1,trnF,bc1114--bc1144,Bassia littorea,42,2021-5-11,Early May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,248,248_2021,1,1,trnF,bc1109--bc1144,Bassia littorea,2,2021-5-11,Early May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,253,253_2021,1,1,trnF,bc1110--bc1144,Bassia littorea,3,2021-5-11,Early May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,254,254_2021,0,0,trnF,bc1103--bc1176,Bassia littorea,3,2021-5-11,Early May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,292,292_2021,0,0,trnF,bc1105--bc1176,Bassia littorea,3,2021-5-18,Late May,Moxee,Moxee farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,295,295_2021,1,0,trnF,bc1106--bc1176,Bassia littorea,2,2021-5-18,Late May,Moxee,Moxee farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,320,320_2021,0,0,trnF,bc1107--bc1176,Bassia littorea,6,2021-5-18,Late May,Moxee,Moxee farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,321,321_2021,0,1,trnF,bc1108--bc1176,Bassia littorea,135,2021-5-18,Late May,Moxee,Moxee farm,Flixweed,2021
Kochia,Amaranthaceae,Kochia,Bassia,339,339_2021,0,0,trnF,bc1103--bc1177,Bassia littorea,19,2021-5-18,Late May,Pasco,Pasco farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,340,340_2021,0,1,trnF,bc1105--bc1177,Bassia littorea,15,2021-5-18,Late May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,365,365_2021,0,0,trnF,bc1106--bc1177,Bassia littorea,2,2021-5-26,Late May,Moxee,Moxee farm,Flixweed,2021
Kochia,Amaranthaceae,Kochia,Bassia,381,381_2021,0,0,trnF,bc1108--bc1177,Bassia littorea,8,2021-5-26,Late May,Moxee,Moxee farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,392,392_2021,1,0,trnF,bc1103--bc1178,Bassia littorea,2,2021-5-26,Late May,Moxee,Moxee farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,412,412_2021,0,0,trnF,bc1105--bc1178,Bassia littorea,2,2021-5-26,Late May,Moxee,Moxee farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,413,413_2021,0,0,trnF,bc1106--bc1178,Bassia littorea,2,2021-5-26,Late May,Moxee,Moxee farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,448,448_2021,0,0,trnF,bc1108--bc1178,Bassia littorea,48,2021-5-26,Late May,Othello,Othello farm,Kochia,2021
Kochia,Amaranthaceae,Kochia,Bassia,466,466_2021,0,,trnF,bc1097--bc1103,Bassia littorea,11,2021-5-26,Late May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,467,467_2021,0,,trnF,bc1100--bc1103,Bassia littorea,290,2021-5-26,Late May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,468,468_2021,0,0,trnF,bc1097--bc1105,Bassia littorea,15,2021-5-26,Late May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,499,499_2021,1,,trnF,bc1100--bc1105,Bassia littorea,33,2021-5-26,Late May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,530,530_2021,1,,trnF,bc1105--bc1111,Bassia littorea,477,2021-5-26,Late May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,541,541_2021,0,0,trnF,bc1105--bc1113,Bassia littorea,47,2021-5-26,Late May,Pasco,Pasco farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,548,548_2021,0,0,trnF,bc1097--bc1106,Bassia littorea,14,2021-6-2,Early June,Moxee,Moxee farm,Loesel's mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,549,549_2021,0,,trnF,bc1100--bc1106,Bassia littorea,5,2021-6-2,Early June,Moxee,Moxee farm,Flixweed,2021
Kochia,Amaranthaceae,Kochia,Bassia,623,623_2021,0,,trnF,bc1106--bc1112,Bassia littorea,68,2021-6-2,Early June,Moxee,Moxee farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,624,624_2021,0,,trnF,bc1106--bc1113,Bassia littorea,347,2021-6-2,Early June,Moxee,Moxee farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia,Bassia,626,626_2021,0,,trnF,bc1100--bc1107,Bassia littorea,6,2021-6-2,Early June,Moxee,Moxee farm,Tumble mustard,2021
Kochia,Amaranthaceae,Kochia scoparia,Bassia,12,12_2019,0,0,ITS,bc1123--bc1140,Bassia scoparia,3,2019-6-3,Early June,Mattawa ,RDJ,Russian thistle,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,33,33_2019,0,0,ITS,bc1152--bc1155,Bassia scoparia,7,2019-6-12,Early June,Mattawa ,RDJ,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,40,40_2019,0,0,ITS,bc1140--bc1153,Bassia scoparia,2,2019-6-14,Early June,Pasco,505,Pigweed,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,43,43_2019,0,0,ITS,bc1155--bc1157,Bassia scoparia,14,2019-6-14,Early June,Pasco,WSU,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,44,44_2019,0,0,ITS,bc1155--bc1156,Bassia scoparia,5,2019-6-14,Early June,Pasco,WSU,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,52,52_2019,0,0,ITS,bc1140--bc1158,Bassia scoparia,13,2019-6-20,Late June,Paterson,475,Pigweed,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,72,72_2019,0,0,ITS,bc1124--bc1155,Bassia scoparia,24,2019-7-3,Early July,Mattawa ,RDJ,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,73,73_2019,1,0,ITS,bc1150--bc1154,Bassia scoparia,80,2019-7-3,Early July,Mattawa ,RDJ,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,74,74_2019,1,1,ITS,bc1146--bc1154,Bassia scoparia,4,2019-7-3,Early July,Mattawa ,RDJ,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,96,96_2019,1,0,ITS,bc1152--bc1189,Bassia scoparia,4,2019-7-5,Early July,Mattawa,WSU,Pigweed,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,128,128_2019,1,0,ITS,bc1134--bc1154,Bassia scoparia,57,2019-7-12,Early July,Pasco,WSU,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,159,159_2019,0,0,ITS,bc1123--bc1154,Bassia scoparia,2,2019-8-1,Early August,Paterson,475,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,160,160_2019,0,0,ITS,bc1124--bc1154,Bassia scoparia,41,2019-8-1,Early August,Paterson,475,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,161,161_2019,0,0,ITS,bc1150--bc1173,Bassia scoparia,58,2019-8-1,Early August,Paterson,475,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,162,162_2019,0,0,ITS,bc1146--bc1173,Bassia scoparia,123,2019-8-1,Early August,Paterson,475,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,163,163_2019,0,0,ITS,bc1152--bc1173,Bassia scoparia,33,2019-8-2,Early August,Pasco,WSU,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,164,164_2019,0,0,ITS,bc1153--bc1173,Bassia scoparia,68,2019-8-2,Early August,Pasco,WSU,Kochia,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,167,167_2019,0,0,ITS,bc1158--bc1173,Bassia scoparia,3,2019-8-2,Early August,Pasco,413,Russian thistle,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,168,168_2019,0,0,ITS,bc1157--bc1173,Bassia scoparia,6,2019-8-2,Early August,Pasco,413,Russian thistle,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,169,169_2019,0,0,ITS,bc1156--bc1173,Bassia scoparia,2,2019-8-2,Early August,Pasco,WSU,Russian thistle,2019
Kochia,Amaranthaceae,Kochia scoparia,Bassia,173,173_2019,0,0,ITS,bc1159--bc1173,Bassia scoparia,4,2019-8-2,Early August,Pasco,WSU,Russian thistle,2019
Kochia,Amaranthaceae,Kochia,Bassia,12,12_2020,0,0,ITS,bc1150--bc1191,Bassia scoparia,3,2020-4-23,Late April,Moxee,A,Flixweed,2020
Kochia,Amaranthaceae,Kochia,Bassia,39,39_2020,1,1,ITS,bc1146--bc1190,Bassia scoparia,17,2020-5-18,Late May,Mattawa,B,Flixweed,2020
Kochia,Amaranthaceae,Kochia,Bassia,217,217_2020,0,1,ITS,bc1140--bc1153,Bassia scoparia,422,2020-6-3,Early June,Moxee,A,Flixweed,2020
Kochia,Amaranthaceae,Kochia,Bassia,46,46_2020,1,0,ITS,bc1146--bc1173,Bassia scoparia,2,2020-5-18,Late May,Mattawa,B,Flixweed,2020
Kochia,Amaranthaceae,Kochia,Bassia,28,28_2020,0,0,ITS,bc1146--bc1171,Bassia scoparia,5,2020-5-18,Late May,Moxee,A,Kochia,2020
Kochia,Amaranthaceae,Kochia,Bassia,99,99_2020,0,1,ITS,bc1140--bc1146,Bassia scoparia,3334,2020-5-18,Late May,Mattawa,C,Kochia,2020
Kochia,Amaranthaceae,Kochia,Bassia,127,127_2020,0,0,ITS,bc1152--bc1173,Bassia scoparia,207,2020-5-18,Late May,Othello,F,Kochia,2020
Kochia,Amaranthaceae,Kochia,Bassia,190,190_2020,1,0,ITS,bc1153--bc1171,Bassia scoparia,2420,2020-5-27,Late May,Pasco,M,Kochia,2020
Kochia,Amaranthaceae,Kochia,Bassia,193,193_2020,0,1,ITS,bc1153--bc1172,Bassia scoparia,377,2020-5-27,Late May,Pasco,M,Kochia,2020
Kochia,Amaranthaceae,Kochia,Bassia,508,508_2020,0,1,ITS,bc1133--bc1190,Bassia scoparia,93,2020-6-25,Late June,Pasco,M,Kochia,2020
Kochia,Amaranthaceae,Kochia,Bassia,107,107_2020,1,1,ITS,bc1146--bc1189,Bassia scoparia,3,2020-5-18,Late May,Mattawa,C,Potato,2020
Kochia,Amaranthaceae,Kochia,Bassia,15,15_2020,0,0,ITS,bc1150--bc1192,Bassia scoparia,315,2020-5-13,Early May,Paterson,H,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,792,792_2020,0,1,ITS,bc1124--bc1171,Bassia scoparia,3,2020-8-27,Late August,Othello,E,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,61,61_2020,0,0,ITS,bc1146--bc1154,Bassia scoparia,3,2020-5-18,Late May,Mattawa,B,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,124,124_2020,0,0,ITS,bc1152--bc1192,Bassia scoparia,8,2020-5-18,Late May,Mattawa,D,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,198,198_2020,0,0,ITS,bc1153--bc1192,Bassia scoparia,6,2020-5-27,Late May,Pasco,M,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,199,199_2020,1,1,ITS,bc1153--bc1173,Bassia scoparia,8,2020-5-27,Late May,Pasco,M,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,227,227_2020,0,0,ITS,bc1153--bc1189,Bassia scoparia,38,2020-6-3,Early June,Moxee,A,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,556,556_2020,1,1,ITS,bc1134--bc1171,Bassia scoparia,,2020-7-1,Early July,Mattawa,B,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,614,614_2020,1,1,ITS,bc1134--bc1140,Bassia scoparia,33,2020-7-16,Late July,Paterson,J,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,616,616_2020,1,0,ITS,bc1134--bc1189,Bassia scoparia,15,2020-7-16,Late July,Paterson,J,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,16,16_2020,0,0,ITS,bc1150--bc1173,Bassia scoparia,2,2020-5-13,Early May,Paterson,H,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,17,17_2020,1,1,ITS,bc1150--bc1154,Bassia scoparia,2,2020-5-13,Early May,Paterson,H,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,84,84_2020,1,1,ITS,bc1146--bc1155,Bassia scoparia,19,2020-5-18,Late May,Mattawa,B,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,122,122_2020,1,1,ITS,bc1152--bc1190,Bassia scoparia,12,2020-5-18,Late May,Mattawa,D,Russian thistle,2020
Kochia,Amaranthaceae,Kochia,Bassia,201,201_2020,0,0,ITS,bc1153--bc1154,Bassia scoparia,6,2020-6-3,Early June,Moxee,A,Tumble mustard,2020
Kochia,Amaranthaceae,Kochia,Bassia,211,211_2020,0,1,ITS,bc1153--bc1155,Bassia scoparia,5,2020-6-3,Early June,Moxee,A,Tumble mustard,2020
Kochia,Amaranthaceae,Kochia,Bassia,205,205_2021,0,0,trnF,bc1113--bc1144,Bassia scoparia,2,2021-5-11,Early May,Pasco,Pasco farm,Kochia,2021
Crop,Amaranthaceae,Beet,Beta,671,671_2020,1,0,trnF,bc1105--bc1177,Beta vulgaris,2,2020-8-12,Early August,Othello,G,Kochia,2020
Tree,Betulaceae,Alpine birch,Betula,163,163_2019,0,0,ITS,bc1152--bc1173,Betula nana,22,2019-8-2,Early August,Pasco,WSU,Kochia,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,2,2_2019,0,0,ITS,bc1134--bc1140,Brassica carinata,11,2019-6-3,Early June,Mattawa ,RDR,Russian thistle,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,12,12_2019,0,0,ITS,bc1123--bc1140,Brassica carinata,124,2019-6-3,Early June,Mattawa ,RDJ,Russian thistle,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,18,18_2019,1,0,ITS,bc1124--bc1140,Brassica carinata,30,2019-6-3,Early June,Mattawa ,RDJ,Russian thistle,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,28,28_2019,1,1,ITS,bc1146--bc1155,Brassica carinata,315,2019-6-12,Early June,Mattawa ,RDR,Mustard,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,33,33_2019,0,0,ITS,bc1152--bc1155,Brassica carinata,323,2019-6-12,Early June,Mattawa ,RDJ,Kochia,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,34,34_2019,0,0,ITS,bc1153--bc1155,Brassica carinata,209,2019-6-12,Early June,Mattawa ,RDJ,Kochia,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,35,35_2019,0,0,ITS,bc1155--bc1158,Brassica carinata,2,2019-6-12,Early June,Mattawa ,RDJ,Kochia,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,40,40_2019,0,0,ITS,bc1140--bc1153,Brassica carinata,5,2019-6-14,Early June,Pasco,505,Pigweed,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,43,43_2019,0,0,ITS,bc1155--bc1157,Brassica carinata,27,2019-6-14,Early June,Pasco,WSU,Kochia,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,45,45_2019,0,0,ITS,bc1155--bc1159,Brassica carinata,2,2019-6-14,Early June,Pasco,WSU,Kochia,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,50,50_2019,0,0,ITS,bc1135--bc1155,Brassica carinata,73,2019-6-14,Early June,Pasco,WSU,Russian thistle,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,52,52_2019,0,0,ITS,bc1140--bc1158,Brassica carinata,120,2019-6-20,Late June,Paterson,475,Pigweed,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,56,56_2019,0,0,ITS,bc1140--bc1156,Brassica carinata,47,2019-6-21,Late June,Pasco,WSU,Pigweed,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,92,92_2019,0,0,ITS,bc1150--bc1189,Brassica carinata,6,2019-7-5,Early July,Mattawa,WSU,Potato,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,160,160_2019,0,0,ITS,bc1124--bc1154,Brassica carinata,2,2019-8-1,Early August,Paterson,475,Kochia,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,161,161_2019,0,0,ITS,bc1150--bc1173,Brassica carinata,3,2019-8-1,Early August,Paterson,475,Kochia,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,166,166_2019,0,0,ITS,bc1135--bc1140,Brassica carinata,8,2019-8-2,Early August,Pasco,WSU,Pigweed,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,168,168_2019,0,0,ITS,bc1157--bc1173,Brassica carinata,2,2019-8-2,Early August,Pasco,413,Russian thistle,2019
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,10,10_2020,1,0,ITS,bc1150--bc1172,Brassica carinata,9,2020-4-22,Late April,Pasco,WSU,Filaree,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,18,18_2020,0,0,ITS,bc1150--bc1155,Brassica carinata,26,2020-5-18,Late May,Moxee,A,Flixweed,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,11,11_2020,0,0,ITS,bc1150--bc1190,Brassica carinata,54,2020-4-23,Late April,Moxee,A,Flixweed,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,12,12_2020,0,0,ITS,bc1150--bc1191,Brassica carinata,45,2020-4-23,Late April,Moxee,A,Flixweed,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,39,39_2020,1,1,ITS,bc1146--bc1190,Brassica carinata,2,2020-5-18,Late May,Mattawa,B,Flixweed,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,46,46_2020,1,0,ITS,bc1146--bc1173,Brassica carinata,8,2020-5-18,Late May,Mattawa,B,Flixweed,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,28,28_2020,0,0,ITS,bc1146--bc1171,Brassica carinata,4,2020-5-18,Late May,Moxee,A,Kochia,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,15,15_2020,0,0,ITS,bc1150--bc1192,Brassica carinata,11,2020-5-13,Early May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,137,137_2020,1,0,ITS,bc1152--bc1154,Brassica carinata,24,2020-5-25,Late May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,153,153_2020,1,0,ITS,bc1152--bc1155,Brassica carinata,561,2020-5-25,Late May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,227,227_2020,0,0,ITS,bc1153--bc1189,Brassica carinata,2,2020-6-3,Early June,Moxee,A,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,16,16_2020,0,0,ITS,bc1150--bc1173,Brassica carinata,7,2020-5-13,Early May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,17,17_2020,1,1,ITS,bc1150--bc1154,Brassica carinata,9,2020-5-13,Early May,Paterson,H,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,84,84_2020,1,1,ITS,bc1146--bc1155,Brassica carinata,1107,2020-5-18,Late May,Mattawa,B,Russian thistle,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,8,8_2020,1,0,ITS,bc1150--bc1170,Brassica carinata,1044,2020-4-22,Late April,Pasco,WSU,Tumble mustard,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,9,9_2020,0,0,ITS,bc1150--bc1171,Brassica carinata,1892,2020-4-22,Late April,Pasco,WSU,Tumble mustard,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,19,19_2020,0,0,ITS,bc1140--bc1150,Brassica carinata,276,2020-5-18,Late May,Moxee,A,Tumble mustard,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,182,182_2020,1,1,ITS,bc1152--bc1189,Brassica carinata,344,2020-5-27,Late May,Pasco,N,Tumble mustard,2020
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,22,22_2020,0,0,ITS,bc1150--bc1189,Brassica carinata,5,2020-5-18,Late May,Moxee,A,Tumble mustard,2020
Weed,Brassicaceae,Wild cabbage/Kale,Brassica,18,18_2019,1,0,ITS,bc1124--bc1140,Brassica oleracea,2,2019-6-3,Early June,Mattawa ,RDJ,Russian thistle,2019
Weed,Brassicaceae,Wild cabbage/Kale,Brassica,52,52_2019,0,0,ITS,bc1140--bc1158,Brassica oleracea,2,2019-6-20,Late June,Paterson,475,Pigweed,2019
Weed,Brassicaceae,Wild cabbage/Kale,Brassica,162,162_2019,0,0,ITS,bc1146--bc1173,Brassica oleracea,54,2019-8-1,Early August,Paterson,475,Kochia,2019
Mustard,Brassicaceae,Chinese kale,Brassica,481,481_2020,0,1,trnF,bc1109--bc1144,Brassica oleracea,6,2020-6-17,Late June,Othello,F,Russian thistle,2020
Mustard,Brassicaceae,Chinese kale,Brassica,644,644_2020,0,0,trnF,bc1143--bc1176,Brassica oleracea,5,2020-8-12,Early August,Moxee,A,Russian thistle,2020
Mustard,Brassicaceae,Chinese kale,Brassica,17,17_2020,1,1,ITS,bc1150--bc1154,Brassica oleracea,9,2020-5-13,Early May,Paterson,H,Russian thistle,2020
Grass,Poaceae,Bromus sterilis,Bromus,19,19_2020,0,0,trnF,bc1105--bc1109,Bromus sterilis,111,2020-5-18,Late May,Moxee,A,Tumble mustard,2020
Grass,Poaceae,Poverty Brome,Bromus,5,5_2021,0,,trnF,bc1103--bc1120,Bromus sterilis,8,2021-3-23,Late March,Pasco,Pasco farm,Tumble mustard,2021
Grass,Poaceae,Poverty Brome,Bromus,11,11_2021,0,0,trnF,bc1105--bc1110,Bromus sterilis,36,2021-3-23,Late March,Pasco,Pasco farm,Tumble mustard,2021
Grass,Poaceae,Poverty Brome,Bromus,17,17_2021,0,0,trnF,bc1106--bc1110,Bromus sterilis,25,2021-3-23,Late March,Othello,Othello farm,Flixweed,2021
Grass,Poaceae,Poverty Brome,Bromus,32,32_2021,0,0,trnF,bc1114--bc1175,Bromus sterilis,10,2021-3-30,Late March,Moxee,Moxee farm,Flixweed,2021
Grass,Poaceae,Poverty Brome,Bromus,99,99_2021,0,1,trnF,bc1108--bc1111,Bromus sterilis,6,2021-4-20,Late April,Othello,Othello farm,Flixweed,2021
Grass,Poaceae,Poverty Brome,Bromus,204,204_2021,0,0,trnF,bc1112--bc1144,Bromus sterilis,2,2021-5-11,Early May,Othello,Othello farm,Kochia,2021
Grass,Poaceae,Poverty Brome,Bromus,254,254_2021,0,0,trnF,bc1103--bc1176,Bromus sterilis,5,2021-5-11,Early May,Pasco,Pasco farm,Tumble mustard,2021
Grass,Poaceae,Poverty Brome,Bromus,295,295_2021,1,0,trnF,bc1106--bc1176,Bromus sterilis,3,2021-5-18,Late May,Moxee,Moxee farm,Kochia,2021
Grass,Poaceae,Poverty Brome,Bromus,320,320_2021,0,0,trnF,bc1107--bc1176,Bromus sterilis,6,2021-5-18,Late May,Moxee,Moxee farm,Tumble mustard,2021
Grass,Poaceae,Poverty Brome,Bromus,321,321_2021,0,1,trnF,bc1108--bc1176,Bromus sterilis,8,2021-5-18,Late May,Moxee,Moxee farm,Flixweed,2021
Grass,Poaceae,Poverty Brome,Bromus,340,340_2021,0,1,trnF,bc1105--bc1177,Bromus sterilis,193,2021-5-18,Late May,Pasco,Pasco farm,Tumble mustard,2021
Grass,Poaceae,Poverty Brome,Bromus,366,366_2021,0,0,ITS,bc1134--bc1160,Bromus sterilis,6,2021-5-26,Late May,Moxee,Moxee farm,Tumble mustard,2021
Grass,Poaceae,Poverty Brome,Bromus,413,413_2021,0,0,trnF,bc1106--bc1178,Bromus sterilis,7,2021-5-26,Late May,Moxee,Moxee farm,Kochia,2021
Grass,Poaceae,Poverty Brome,Bromus,416,416_2021,0,,trnF,bc1107--bc1178,Bromus sterilis,12,2021-5-26,Late May,Moxee,Moxee farm,Kochia,2021
